what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1360329199013
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1360329199023
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1360329199093
started,bundle,org.eclipse.jem.workbench,2.0.400.v201104251400,"org.eclipse.jem.workbench",1360329200513
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360329211538
closed,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1360329211538
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1360329216467
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1360329222053
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360329223551
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1360329225454
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1360329233283
opened,editor,org.eclipse.ajdt.ui,2.1.3.e37x-20110628-1900,"org.eclipse.ajdt.internal.ui.editor.CompilationUnitEditor",1360329235046
activated,editor,org.eclipse.ajdt.ui,2.1.3.e37x-20110628-1900,"org.eclipse.ajdt.internal.ui.editor.CompilationUnitEditor",1360329235108
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360329235171
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360329238024
opened,view,org.eclipse.contribution.xref.ui,2.1.3.e37x-20110628-1900,"org.eclipse.contribution.xref.ui.views.XReferenceView",1360329238071
activated,view,org.eclipse.contribution.xref.ui,2.1.3.e37x-20110628-1900,"org.eclipse.contribution.xref.ui.views.XReferenceView",1360329238086
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1360329242018
activated,editor,org.eclipse.ajdt.ui,2.1.3.e37x-20110628-1900,"org.eclipse.ajdt.internal.ui.editor.CompilationUnitEditor",1360329248088
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1360329261537
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1360329261958
error,log,,,"Core exception while retrieving the content description",1360329264503
error,log,,,"Core exception while retrieving the content description",1360329264503
error,log,,,"Core exception while retrieving the content description",1360329264503
error,log,,,"Core exception while retrieving the content description",1360329264503
error,log,,,"Core exception while retrieving the content description",1360329264503
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1360329265543
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360329266520
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360329267254
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1360329268346
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360329275807
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360329295088
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360329297104
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360329316503
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360329317876
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360329324195
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360329333493
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360329339188
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360329343448
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360329350110
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360329351857
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360329353637
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360329357083
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360329475021
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360329478407
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360329487886
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360329488027
activated,editor,org.eclipse.ajdt.ui,2.1.3.e37x-20110628-1900,"org.eclipse.ajdt.internal.ui.editor.CompilationUnitEditor",1360329490134
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1360329491818
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1360329493411
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360329494893
closed,editor,org.eclipse.ajdt.ui,2.1.3.e37x-20110628-1900,"org.eclipse.ajdt.internal.ui.editor.CompilationUnitEditor",1360329494893
error,log,,,"Core exception while retrieving the content description",1360329495298
error,log,,,"Core exception while retrieving the content description",1360329495298
error,log,,,"Core exception while retrieving the content description",1360329495314
error,log,,,"Core exception while retrieving the content description",1360329495314
error,log,,,"Core exception while retrieving the content description",1360329495314
error,log,,,"Core exception while retrieving the content description",1360329495314
error,log,,,"Core exception while retrieving the content description",1360329495314
error,log,,,"Core exception while retrieving the content description",1360329495314
error,log,,,"Core exception while retrieving the content description",1360329495314
error,log,,,"Core exception while retrieving the content description",1360329495314
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1360329496109
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1360329496468
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1360329497607
error,log,,,"Core exception while retrieving the content description",1360329498334
error,log,,,"Core exception while retrieving the content description",1360329498334
error,log,,,"Core exception while retrieving the content description",1360329498334
error,log,,,"Core exception while retrieving the content description",1360329498334
error,log,,,"Core exception while retrieving the content description",1360329498334
error,log,,,"Core exception while retrieving the content description",1360329498344
error,log,,,"Core exception while retrieving the content description",1360329498344
error,log,,,"Core exception while retrieving the content description",1360329498344
error,log,,,"Core exception while retrieving the content description",1360329498344
error,log,,,"Core exception while retrieving the content description",1360329498344
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360329500597
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360329500597
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360329501439
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360329502765
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360329502812
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1360329522143
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1360329526622
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1360329527324
error,log,,,"Core exception while retrieving the content description",1360329528150
error,log,,,"Core exception while retrieving the content description",1360329528150
error,log,,,"Core exception while retrieving the content description",1360329528150
error,log,,,"Core exception while retrieving the content description",1360329528150
error,log,,,"Core exception while retrieving the content description",1360329528150
error,log,,,"Core exception while retrieving the content description",1360329528166
error,log,,,"Core exception while retrieving the content description",1360329528166
error,log,,,"Core exception while retrieving the content description",1360329528166
error,log,,,"Core exception while retrieving the content description",1360329528166
error,log,,,"Core exception while retrieving the content description",1360329528166
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360329533221
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360329533221
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360329535375
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360329535422
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1360329540262
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1360329551618
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1360329551884
error,log,,,"Core exception while retrieving the content description",1360329552586
error,log,,,"Core exception while retrieving the content description",1360329552586
error,log,,,"Core exception while retrieving the content description",1360329552586
error,log,,,"Core exception while retrieving the content description",1360329552586
error,log,,,"Core exception while retrieving the content description",1360329552586
error,log,,,"Core exception while retrieving the content description",1360329552586
error,log,,,"Core exception while retrieving the content description",1360329552586
error,log,,,"Core exception while retrieving the content description",1360329552586
error,log,,,"Core exception while retrieving the content description",1360329552586
error,log,,,"Core exception while retrieving the content description",1360329552586
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360329553725
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360329553725
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360329555285
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360329555332
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1360329561324
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1360329567128
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1360329567393
error,log,,,"Core exception while retrieving the content description",1360329568080
error,log,,,"Core exception while retrieving the content description",1360329568080
error,log,,,"Core exception while retrieving the content description",1360329568080
error,log,,,"Core exception while retrieving the content description",1360329568080
error,log,,,"Core exception while retrieving the content description",1360329568080
error,log,,,"Core exception while retrieving the content description",1360329568080
error,log,,,"Core exception while retrieving the content description",1360329568080
error,log,,,"Core exception while retrieving the content description",1360329568080
error,log,,,"Core exception while retrieving the content description",1360329568080
error,log,,,"Core exception while retrieving the content description",1360329568080
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360329569157
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360329569157
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360329570577
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360329570623
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360329577863
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360329577863
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1360329580921
opened,editor,org.eclipse.ajdt.ui,2.1.3.e37x-20110628-1900,"org.eclipse.ajdt.internal.ui.editor.CompilationUnitEditor",1360329582357
activated,editor,org.eclipse.ajdt.ui,2.1.3.e37x-20110628-1900,"org.eclipse.ajdt.internal.ui.editor.CompilationUnitEditor",1360329582419
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1360329597404
error,log,,,"Core exception while retrieving the content description",1360329598449
error,log,,,"Core exception while retrieving the content description",1360329598449
error,log,,,"Core exception while retrieving the content description",1360329598449
error,log,,,"Core exception while retrieving the content description",1360329598449
error,log,,,"Core exception while retrieving the content description",1360329598449
error,log,,,"Core exception while retrieving the content description",1360329598465
error,log,,,"Core exception while retrieving the content description",1360329598465
error,log,,,"Core exception while retrieving the content description",1360329598465
error,log,,,"Core exception while retrieving the content description",1360329598465
error,log,,,"Core exception while retrieving the content description",1360329598465
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1360329599042
closed,editor,org.eclipse.ajdt.ui,2.1.3.e37x-20110628-1900,"org.eclipse.ajdt.internal.ui.editor.CompilationUnitEditor",1360329599042
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1360329601366
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360329607217
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360329608668
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360329608793
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1360329609042
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1360329609042
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1360329609042
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1360329609042
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1360329609042
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1360329609042
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1360329609042
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1360329609042
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.204.v201004211805,"org.eclipse.jst.ws.axis2.core",1360329609042
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.ui",1360329609042
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.609.v201103082016,"org.eclipse.jst.ws.creation.ui",1360329609042
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.ui,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.ui",1360329609042
stopped,bundle,org.eclipse.jst.ws.consumption.ui,1.1.402.v201201250306,"org.eclipse.jst.ws.consumption.ui",1360329609042
stopped,bundle,org.eclipse.jst.ws.consumption,1.0.603.v201202012024,"org.eclipse.jst.ws.consumption",1360329609042
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.core,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.core",1360329609042
stopped,bundle,org.eclipse.jst.ws.cxf.creation.core,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.core",1360329609042
stopped,bundle,org.eclipse.jst.ws.cxf.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.cxf.ui",1360329609042
stopped,bundle,org.eclipse.jst.ws.cxf.core,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.core",1360329609042
stopped,bundle,org.eclipse.jst.ws.uddiregistry,1.0.500.v201004211805,"org.eclipse.jst.ws.uddiregistry",1360329609042
stopped,bundle,org.eclipse.jst.ws.ui,1.0.403.v201004211805,"org.eclipse.jst.ws.ui",1360329609042
stopped,bundle,org.eclipse.jst.ws,1.0.509.v201108250610,"org.eclipse.jst.ws",1360329609042
stopped,bundle,org.eclipse.wst.ws.explorer,1.0.607.v201103082002,"org.eclipse.wst.ws.explorer",1360329609042
stopped,bundle,org.eclipse.wst.wsdl.ui,1.2.403.v201108240515,"org.eclipse.wst.wsdl.ui",1360329609042
stopped,bundle,org.eclipse.wst.ws.ui,1.1.200.v201004211805,"org.eclipse.wst.ws.ui",1360329609042
stopped,bundle,org.eclipse.wst.wsi.ui,1.0.502.v201104071820,"org.eclipse.wst.wsi.ui",1360329609042
stopped,bundle,org.eclipse.wst.wsi,1.0.401.v201104071820,"org.eclipse.wst.wsi",1360329609042
stopped,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1360329609042
stopped,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1360329609042
stopped,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1360329609042
stopped,bundle,org.eclipse.wst.ws.parser,1.0.403.v201004211805,"org.eclipse.wst.ws.parser",1360329609042
stopped,bundle,org.eclipse.jpt.dbws.eclipselink.ui,1.0.0.v201104110000,"org.eclipse.jpt.dbws.eclipselink.ui",1360329609042
stopped,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1360329609042
stopped,bundle,org.eclipse.jst.ws.jaxws.core,1.0.100.v201104031139,"org.eclipse.jst.ws.jaxws.core",1360329609042
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.bugzilla.ui",1360329609042
stopped,bundle,org.eclipse.mylyn.bugzilla.core,3.7.1.v20120425-0100,"org.eclipse.mylyn.bugzilla.core",1360329609042
stopped,bundle,org.eclipse.mylyn.commons.xmlrpc,3.7.1.v20120425-0100,"org.eclipse.mylyn.commons.xmlrpc",1360329609042
stopped,bundle,org.eclipse.datatools.enablement.oda.ws.ui,1.2.3.v201112061438,"org.eclipse.datatools.enablement.oda.ws.ui",1360329609042
stopped,bundle,org.eclipse.datatools.enablement.oda.ws,1.2.3.v201112061438,"org.eclipse.datatools.enablement.oda.ws",1360329609042
stopped,bundle,org.eclipse.wst.wsdl,1.2.202.v201108230355,"org.eclipse.wst.wsdl",1360329609042
stopped,bundle,org.eclipse.wst.wsdl.validation,1.1.502.v201104071820,"org.eclipse.wst.wsdl.validation",1360329609042
stopped,bundle,org.eclipse.wst.xsl.exslt.ui,1.0.0.v201006012005,"org.eclipse.wst.xsl.exslt.ui",1360329609042
stopped,bundle,org.eclipse.wst.xsl.jaxp.debug.ui,1.0.200.v201103081922,"org.eclipse.wst.xsl.jaxp.debug.ui",1360329609042
stopped,bundle,org.eclipse.wst.xsl.ui,1.1.200.v201103082057,"org.eclipse.wst.xsl.ui",1360329609042
stopped,bundle,org.eclipse.wst.xml.xpath.ui,1.1.100.v201105030025,"org.eclipse.wst.xml.xpath.ui",1360329609042
stopped,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1360329609042
stopped,bundle,org.eclipse.wst.xsl.jaxp.launching,1.0.200.v201103081922,"org.eclipse.wst.xsl.jaxp.launching",1360329609042
stopped,bundle,org.eclipse.wst.xsl.launching,1.0.200.v201103081922,"org.eclipse.wst.xsl.launching",1360329609042
stopped,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1360329609042
stopped,bundle,org.eclipse.wst.xml.xpath.core,1.2.1.v201109010357,"org.eclipse.wst.xml.xpath.core",1360329609042
stopped,bundle,org.eclipse.datatools.enablement.oda.xml.ui,1.2.3.v201112071047,"org.eclipse.datatools.enablement.oda.xml.ui",1360329609042
stopped,bundle,org.eclipse.datatools.enablement.oda.xml,1.2.3.v201112061438,"org.eclipse.datatools.enablement.oda.xml",1360329609042
stopped,bundle,org.eclipse.jst.jsf.apache.trinidad.tagsupport,1.1.200.v201104061711,"org.eclipse.jst.jsf.apache.trinidad.tagsupport",1360329609042
stopped,bundle,org.eclipse.jst.jsf.facelet.ui,1.0.1.v201104032306,"org.eclipse.jst.jsf.facelet.ui",1360329609042
stopped,bundle,org.eclipse.jst.jsf.facelet.core,1.0.100.v201104191527,"org.eclipse.jst.jsf.facelet.core",1360329609042
stopped,bundle,org.eclipse.jst.jsf.facesconfig.ui,1.2.2.v201103292152,"org.eclipse.jst.jsf.facesconfig.ui",1360329609042
stopped,bundle,org.eclipse.jst.jsf.ui,1.3.2.v201104251204,"org.eclipse.jst.jsf.ui",1360329609042
stopped,bundle,org.eclipse.jst.pagedesigner.jsf.ui,1.2.100.v201104061711,"org.eclipse.jst.pagedesigner.jsf.ui",1360329609042
stopped,bundle,org.eclipse.jst.pagedesigner,1.3.104.v201201181342,"org.eclipse.jst.pagedesigner",1360329609042
stopped,bundle,org.eclipse.jst.jsf.core,1.3.105.v201108261005,"org.eclipse.jst.jsf.core",1360329609042
stopped,bundle,org.eclipse.jst.jsf.common.ui,1.2.100.v201104061711,"org.eclipse.jst.jsf.common.ui",1360329609042
stopped,bundle,org.eclipse.jst.jsf.standard.tagsupport,1.2.100.v201104061711,"org.eclipse.jst.jsf.standard.tagsupport",1360329609042
stopped,bundle,org.eclipse.jst.pagedesigner.jsp.core,1.2.0.v20100308,"org.eclipse.jst.pagedesigner.jsp.core",1360329609042
stopped,bundle,org.eclipse.jst.jsf.common,1.2.3.v201104061039,"org.eclipse.jst.jsf.common",1360329609042
stopped,bundle,org.eclipse.wst.jsdt.web.support.jsp,1.0.400.v201102241833,"org.eclipse.wst.jsdt.web.support.jsp",1360329609042
stopped,bundle,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.ui",1360329609042
